version,description,n_words,fold,vocabulary_size,training_documents,training_spam,training_ham,testing_documents,correct,accuracy,TP,TN,FP,FN,spam_precision,spam_recall,prior_spam,prior_ham,spam_word_positions,ham_word_positions
bare,"No lemmatization, stop-words included",500,5,500,2603,433,2170,290,287,0.9896551724137931,45,242,0,3,1.0,0.9375,0.16634652324241261,0.8336534767575874,168992,547250
bare,"No lemmatization, stop-words included",500,6,500,2604,433,2171,289,288,0.9965397923875432,47,241,0,1,1.0,0.9791666666666666,0.1662826420890937,0.8337173579109063,148133,540141
bare,"No lemmatization, stop-words included",500,7,500,2604,433,2171,289,283,0.9792387543252595,47,236,5,1,0.9038461538461539,0.9791666666666666,0.1662826420890937,0.8337173579109063,159560,538839
bare,"No lemmatization, stop-words included",500,8,500,2604,433,2171,289,270,0.9342560553633218,45,225,16,3,0.7377049180327869,0.9375,0.1662826420890937,0.8337173579109063,168401,559078
bare,"No lemmatization, stop-words included",500,9,500,2604,433,2171,289,280,0.9688581314878892,42,238,3,6,0.9333333333333333,0.875,0.1662826420890937,0.8337173579109063,163044,543028
bare,"No lemmatization, stop-words included",500,10,500,2602,432,2170,291,285,0.979381443298969,43,242,0,6,1.0,0.8775510204081632,0.1660261337432744,0.8339738662567256,172084,527530
bare,"No lemmatization, stop-words included",1000,1,1000,2604,433,2171,289,281,0.972318339100346,47,234,7,1,0.8703703703703703,0.9791666666666666,0.1662826420890937,0.8337173579109063,186043,653817
bare,"No lemmatization, stop-words included",1000,2,1000,2604,433,2171,289,281,0.972318339100346,46,235,6,2,0.8846153846153846,0.9583333333333334,0.1662826420890937,0.8337173579109063,187638,633777
bare,"No lemmatization, stop-words included",1000,3,1000,2604,433,2171,289,276,0.9550173010380623,48,228,13,0,0.7868852459016393,1.0,0.1662826420890937,0.8337173579109063,175821,635315
bare,"No lemmatization, stop-words included",1000,4,1000,2604,433,2171,289,281,0.972318339100346,47,234,7,1,0.8703703703703703,0.9791666666666666,0.1662826420890937,0.8337173579109063,184270,634246
bare,"No lemmatization, stop-words included",1000,5,1000,2603,433,2170,290,288,0.993103448275862,46,242,0,2,1.0,0.9583333333333334,0.16634652324241261,0.8336534767575874,191515,634318
bare,"No lemmatization, stop-words included",1000,6,1000,2604,433,2171,289,289,1.0,48,241,0,0,1.0,1.0,0.1662826420890937,0.8337173579109063,169818,624335
bare,"No lemmatization, stop-words included",1000,7,1000,2604,433,2171,289,284,0.9826989619377162,47,237,4,1,0.9215686274509803,0.9791666666666666,0.1662826420890937,0.8337173579109063,181699,624811
bare,"No lemmatization, stop-words included",1000,8,1000,2604,433,2171,289,274,0.9480968858131488,47,227,14,1,0.7704918032786885,0.9791666666666666,0.1662826420890937,0.8337173579109063,191928,648535
bare,"No lemmatization, stop-words included",1000,9,1000,2604,433,2171,289,286,0.9896193771626297,47,239,2,1,0.9591836734693877,0.9791666666666666,0.1662826420890937,0.8337173579109063,184791,629908
bare,"No lemmatization, stop-words included",1000,10,1000,2602,432,2170,291,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.1660261337432744,0.8339738662567256,194521,612021
bare,"No lemmatization, stop-words included",5000,1,5000,2604,433,2171,289,281,0.972318339100346,47,234,7,1,0.8703703703703703,0.9791666666666666,0.1662826420890937,0.8337173579109063,224046,837276
bare,"No lemmatization, stop-words included",5000,2,5000,2604,433,2171,289,282,0.9757785467128027,47,235,6,1,0.8867924528301887,0.9791666666666666,0.1662826420890937,0.8337173579109063,225991,811646
bare,"No lemmatization, stop-words included",5000,3,5000,2604,433,2171,289,284,0.9826989619377162,48,236,5,0,0.9056603773584906,1.0,0.1662826420890937,0.8337173579109063,212070,813222
bare,"No lemmatization, stop-words included",5000,4,5000,2604,433,2171,289,284,0.9826989619377162,48,236,5,0,0.9056603773584906,1.0,0.1662826420890937,0.8337173579109063,221710,811337
bare,"No lemmatization, stop-words included",5000,5,5000,2603,433,2170,290,289,0.996551724137931,47,242,0,1,1.0,0.9791666666666666,0.16634652324241261,0.8336534767575874,230012,810245
bare,"No lemmatization, stop-words included",5000,6,5000,2604,433,2171,289,289,1.0,48,241,0,0,1.0,1.0,0.1662826420890937,0.8337173579109063,204369,799798
bare,"No lemmatization, stop-words included",5000,7,5000,2604,433,2171,289,286,0.9896193771626297,47,239,2,1,0.9591836734693877,0.9791666666666666,0.1662826420890937,0.8337173579109063,219135,799540
bare,"No lemmatization, stop-words included",5000,8,5000,2604,433,2171,289,280,0.9688581314878892,48,232,9,0,0.8421052631578947,1.0,0.1662826420890937,0.8337173579109063,231061,829790
bare,"No lemmatization, stop-words included",5000,9,5000,2604,433,2171,289,287,0.9930795847750865,47,240,1,1,0.9791666666666666,0.9791666666666666,0.1662826420890937,0.8337173579109063,222080,805559
bare,"No lemmatization, stop-words included",5000,10,5000,2602,432,2170,291,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.1660261337432744,0.8339738662567256,233005,782170
bare,"No lemmatization, stop-words included",all,1,52080,2604,433,2171,289,285,0.986159169550173,47,238,3,1,0.94,0.9791666666666666,0.1662826420890937,0.8337173579109063,243503,969533
bare,"No lemmatization, stop-words included",all,2,51616,2604,433,2171,289,285,0.986159169550173,48,237,4,0,0.9230769230769231,1.0,0.1662826420890937,0.8337173579109063,245717,940628
bare,"No lemmatization, stop-words included",all,3,51445,2604,433,2171,289,287,0.9930795847750865,48,239,2,0,0.96,1.0,0.1662826420890937,0.8337173579109063,230937,942314
bare,"No lemmatization, stop-words included",all,4,50762,2604,433,2171,289,286,0.9896193771626297,48,238,3,0,0.9411764705882353,1.0,0.1662826420890937,0.8337173579109063,240828,937938
bare,"No lemmatization, stop-words included",all,5,51476,2603,433,2170,290,290,1.0,48,242,0,0,1.0,1.0,0.16634652324241261,0.8336534767575874,249338,937944
bare,"No lemmatization, stop-words included",all,6,52010,2604,433,2171,289,289,1.0,48,241,0,0,1.0,1.0,0.1662826420890937,0.8337173579109063,223041,927994
bare,"No lemmatization, stop-words included",all,7,52449,2604,433,2171,289,287,0.9930795847750865,47,240,1,1,0.9791666666666666,0.9791666666666666,0.1662826420890937,0.8337173579109063,238761,928550
bare,"No lemmatization, stop-words included",all,8,51768,2604,433,2171,289,281,0.972318339100346,48,233,8,0,0.8571428571428571,1.0,0.1662826420890937,0.8337173579109063,250977,960371
bare,"No lemmatization, stop-words included",all,9,51940,2604,433,2171,289,287,0.9930795847750865,47,240,1,1,0.9791666666666666,0.9791666666666666,0.1662826420890937,0.8337173579109063,240987,934087
bare,"No lemmatization, stop-words included",all,10,51507,2602,432,2170,291,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.1660261337432744,0.8339738662567256,251781,907173
