version,n_words,training_size_percent,lambda,fold,training_documents,vocabulary_size,testing_documents,number_spam,number_ham,correct,accuracy,TP,TN,FP,FN,spam_precision,spam_recall,weighted_accuracy,TCR
stop,all,70,1,7,1821,42616,289,48,241,288,0.9965397923875432,47,241,0,1,1.0,0.9791666666666666,0.9965397923875432,48.0
stop,all,70,9,7,1821,42616,289,48,241,288,0.9965397923875432,47,241,0,1,1.0,0.9791666666666666,0.9995489400090212,48.0
stop,all,70,99,7,1821,42616,289,48,241,288,0.9965397923875432,47,241,0,1,1.0,0.9791666666666666,0.9999581712469151,48.0
stop,all,70,1,8,1821,41866,289,48,241,286,0.9896193771626297,48,238,3,0,0.9411764705882353,1.0,0.9896193771626297,16.0
stop,all,70,9,8,1821,41866,289,48,241,286,0.9896193771626297,48,238,3,0,0.9411764705882353,1.0,0.9878213802435724,1.7777777777777777
stop,all,70,99,8,1821,41866,289,48,241,287,0.9930795847750865,48,239,2,0,0.96,1.0,0.9917179068891956,0.24242424242424243
stop,all,70,1,9,1821,42396,289,48,241,285,0.986159169550173,45,240,1,3,0.9782608695652174,0.9375,0.986159169550173,12.0
stop,all,70,9,9,1821,42396,289,48,241,282,0.9757785467128027,42,240,1,6,0.9767441860465116,0.875,0.993234100135318,3.2
stop,all,70,99,9,1821,42396,289,48,241,282,0.9757785467128027,42,240,1,6,0.9767441860465116,0.875,0.9956079809260886,0.45714285714285713
stop,all,70,1,10,1819,41462,291,49,242,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.9896907216494846,16.333333333333332
stop,all,70,9,10,1819,41462,291,49,242,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.998652896273013,16.333333333333332
stop,all,70,99,10,1819,41462,291,49,242,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.9998750364477027,16.333333333333332
stop,all,80,1,1,2082,46993,289,48,241,287,0.9930795847750865,47,240,1,1,0.9791666666666666,0.9791666666666666,0.9930795847750865,24.0
stop,all,80,9,1,2082,46993,289,48,241,287,0.9930795847750865,47,240,1,1,0.9791666666666666,0.9791666666666666,0.995489400090212,4.8
stop,all,80,99,1,2082,46993,289,48,241,287,0.9930795847750865,47,240,1,1,0.9791666666666666,0.9791666666666666,0.995817124691513,0.48
stop,all,80,1,2,2082,46381,289,48,241,285,0.986159169550173,47,238,3,1,0.94,0.9791666666666666,0.986159169550173,12.0
stop,all,80,9,2,2082,46381,289,48,241,285,0.986159169550173,47,238,3,1,0.94,0.9791666666666666,0.9873703202525936,1.7142857142857142
stop,all,80,99,2,2082,46381,289,48,241,286,0.9896193771626297,47,239,2,1,0.9591836734693877,0.9791666666666666,0.9916760781361108,0.24120603015075376
stop,all,80,1,3,2082,46242,289,48,241,286,0.9896193771626297,48,238,3,0,0.9411764705882353,1.0,0.9896193771626297,16.0
stop,all,80,9,3,2082,46242,289,48,241,286,0.9896193771626297,48,238,3,0,0.9411764705882353,1.0,0.9878213802435724,1.7777777777777777
stop,all,80,99,3,2082,46242,289,48,241,285,0.986159169550173,47,238,3,1,0.94,0.9791666666666666,0.9875350315807085,0.1610738255033557
stop,all,80,1,4,2082,45206,289,48,241,288,0.9965397923875432,48,240,1,0,0.9795918367346939,1.0,0.9965397923875432,48.0
stop,all,80,9,4,2082,45206,289,48,241,288,0.9965397923875432,48,240,1,0,0.9795918367346939,1.0,0.9959404600811907,5.333333333333333
stop,all,80,99,4,2082,45206,289,48,241,288,0.9965397923875432,48,240,1,0,0.9795918367346939,1.0,0.9958589534445978,0.48484848484848486
stop,all,80,1,5,2081,46492,290,48,242,289,0.996551724137931,47,242,0,1,1.0,0.9791666666666666,0.996551724137931,48.0
stop,all,80,9,5,2081,46492,290,48,242,287,0.9896551724137931,45,242,0,3,1.0,0.9375,0.9986522911051213,16.0
stop,all,80,99,5,2081,46492,290,48,242,286,0.9862068965517241,44,242,0,4,1.0,0.9166666666666666,0.9998333749895859,12.0
stop,all,80,1,6,2082,46568,289,48,241,289,1.0,48,241,0,0,1.0,1.0,1.0,inf
stop,all,80,9,6,2082,46568,289,48,241,289,1.0,48,241,0,0,1.0,1.0,1.0,inf
stop,all,80,99,6,2082,46568,289,48,241,289,1.0,48,241,0,0,1.0,1.0,1.0,inf
stop,all,80,1,7,2082,47238,289,48,241,287,0.9930795847750865,47,240,1,1,0.9791666666666666,0.9791666666666666,0.9930795847750865,24.0
stop,all,80,9,7,2082,47238,289,48,241,288,0.9965397923875432,47,241,0,1,1.0,0.9791666666666666,0.9995489400090212,48.0
stop,all,80,99,7,2082,47238,289,48,241,288,0.9965397923875432,47,241,0,1,1.0,0.9791666666666666,0.9999581712469151,48.0
stop,all,80,1,8,2082,46671,289,48,241,285,0.986159169550173,48,237,4,0,0.9230769230769231,1.0,0.986159169550173,12.0
stop,all,80,9,8,2082,46671,289,48,241,286,0.9896193771626297,48,238,3,0,0.9411764705882353,1.0,0.9878213802435724,1.7777777777777777
stop,all,80,99,8,2082,46671,289,48,241,287,0.9930795847750865,48,239,2,0,0.96,1.0,0.9917179068891956,0.24242424242424243
stop,all,80,1,9,2082,46807,289,48,241,282,0.9757785467128027,42,240,1,6,0.9767441860465116,0.875,0.9757785467128027,6.857142857142857
stop,all,80,9,9,2082,46807,289,48,241,282,0.9757785467128027,42,240,1,6,0.9767441860465116,0.875,0.993234100135318,3.2
stop,all,80,99,9,2082,46807,289,48,241,283,0.9792387543252595,42,241,0,6,1.0,0.875,0.9997490274814907,8.0
stop,all,80,1,10,2080,46100,291,49,242,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.9896907216494846,16.333333333333332
stop,all,80,9,10,2080,46100,291,49,242,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.998652896273013,16.333333333333332
stop,all,80,99,10,2080,46100,291,49,242,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.9998750364477027,16.333333333333332
stop,all,90,1,1,2343,49026,289,48,241,287,0.9930795847750865,47,240,1,1,0.9791666666666666,0.9791666666666666,0.9930795847750865,24.0
stop,all,90,9,1,2343,49026,289,48,241,287,0.9930795847750865,47,240,1,1,0.9791666666666666,0.9791666666666666,0.995489400090212,4.8
stop,all,90,99,1,2343,49026,289,48,241,287,0.9930795847750865,47,240,1,1,0.9791666666666666,0.9791666666666666,0.995817124691513,0.48
stop,all,90,1,2,2343,48490,289,48,241,286,0.9896193771626297,48,238,3,0,0.9411764705882353,1.0,0.9896193771626297,16.0
stop,all,90,9,2,2343,48490,289,48,241,286,0.9896193771626297,48,238,3,0,0.9411764705882353,1.0,0.9878213802435724,1.7777777777777777
stop,all,90,99,2,2343,48490,289,48,241,285,0.986159169550173,47,238,3,1,0.94,0.9791666666666666,0.9875350315807085,0.1610738255033557
stop,all,90,1,3,2343,48229,289,48,241,286,0.9896193771626297,48,238,3,0,0.9411764705882353,1.0,0.9896193771626297,16.0
stop,all,90,9,3,2343,48229,289,48,241,286,0.9896193771626297,48,238,3,0,0.9411764705882353,1.0,0.9878213802435724,1.7777777777777777
stop,all,90,99,3,2343,48229,289,48,241,286,0.9896193771626297,47,239,2,1,0.9591836734693877,0.9791666666666666,0.9916760781361108,0.24120603015075376
stop,all,90,1,4,2343,48241,289,48,241,288,0.9965397923875432,48,240,1,0,0.9795918367346939,1.0,0.9965397923875432,48.0
stop,all,90,9,4,2343,48241,289,48,241,288,0.9965397923875432,48,240,1,0,0.9795918367346939,1.0,0.9959404600811907,5.333333333333333
stop,all,90,99,4,2343,48241,289,48,241,287,0.9930795847750865,47,240,1,1,0.9791666666666666,0.9791666666666666,0.995817124691513,0.48
stop,all,90,1,5,2342,48304,290,48,242,290,1.0,48,242,0,0,1.0,1.0,1.0,inf
stop,all,90,9,5,2342,48304,290,48,242,289,0.996551724137931,47,242,0,1,1.0,0.9791666666666666,0.9995507637017071,48.0
stop,all,90,99,5,2342,48304,290,48,242,286,0.9862068965517241,44,242,0,4,1.0,0.9166666666666666,0.9998333749895859,12.0
stop,all,90,1,6,2343,48792,289,48,241,289,1.0,48,241,0,0,1.0,1.0,1.0,inf
stop,all,90,9,6,2343,48792,289,48,241,289,1.0,48,241,0,0,1.0,1.0,1.0,inf
stop,all,90,99,6,2343,48792,289,48,241,289,1.0,48,241,0,0,1.0,1.0,1.0,inf
stop,all,90,1,7,2343,49300,289,48,241,288,0.9965397923875432,47,241,0,1,1.0,0.9791666666666666,0.9965397923875432,48.0
stop,all,90,9,7,2343,49300,289,48,241,288,0.9965397923875432,47,241,0,1,1.0,0.9791666666666666,0.9995489400090212,48.0
stop,all,90,99,7,2343,49300,289,48,241,288,0.9965397923875432,47,241,0,1,1.0,0.9791666666666666,0.9999581712469151,48.0
stop,all,90,1,8,2343,48623,289,48,241,285,0.986159169550173,48,237,4,0,0.9230769230769231,1.0,0.986159169550173,12.0
stop,all,90,9,8,2343,48623,289,48,241,285,0.986159169550173,48,237,4,0,0.9230769230769231,1.0,0.9837618403247632,1.3333333333333333
stop,all,90,99,8,2343,48623,289,48,241,287,0.9930795847750865,48,239,2,0,0.96,1.0,0.9917179068891956,0.24242424242424243
stop,all,90,1,9,2343,48892,289,48,241,282,0.9757785467128027,42,240,1,6,0.9767441860465116,0.875,0.9757785467128027,6.857142857142857
stop,all,90,9,9,2343,48892,289,48,241,282,0.9757785467128027,42,240,1,6,0.9767441860465116,0.875,0.993234100135318,3.2
stop,all,90,99,9,2343,48892,289,48,241,282,0.9757785467128027,42,240,1,6,0.9767441860465116,0.875,0.9956079809260886,0.45714285714285713
stop,all,90,1,10,2341,48337,291,49,242,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.9896907216494846,16.333333333333332
stop,all,90,9,10,2341,48337,291,49,242,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.998652896273013,16.333333333333332
stop,all,90,99,10,2341,48337,291,49,242,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.9998750364477027,16.333333333333332
stop,all,100,1,1,2604,52060,289,48,241,287,0.9930795847750865,47,240,1,1,0.9791666666666666,0.9791666666666666,0.9930795847750865,24.0
stop,all,100,9,1,2604,52060,289,48,241,287,0.9930795847750865,47,240,1,1,0.9791666666666666,0.9791666666666666,0.995489400090212,4.8
stop,all,100,99,1,2604,52060,289,48,241,287,0.9930795847750865,47,240,1,1,0.9791666666666666,0.9791666666666666,0.995817124691513,0.48
stop,all,100,1,2,2604,51596,289,48,241,286,0.9896193771626297,48,238,3,0,0.9411764705882353,1.0,0.9896193771626297,16.0
stop,all,100,9,2,2604,51596,289,48,241,286,0.9896193771626297,48,238,3,0,0.9411764705882353,1.0,0.9878213802435724,1.7777777777777777
stop,all,100,99,2,2604,51596,289,48,241,285,0.986159169550173,47,238,3,1,0.94,0.9791666666666666,0.9875350315807085,0.1610738255033557
stop,all,100,1,3,2604,51420,289,48,241,287,0.9930795847750865,48,239,2,0,0.96,1.0,0.9930795847750865,24.0
stop,all,100,9,3,2604,51420,289,48,241,287,0.9930795847750865,48,239,2,0,0.96,1.0,0.9918809201623816,2.6666666666666665
stop,all,100,99,3,2604,51420,289,48,241,286,0.9896193771626297,47,239,2,1,0.9591836734693877,0.9791666666666666,0.9916760781361108,0.24120603015075376
stop,all,100,1,4,2604,50743,289,48,241,288,0.9965397923875432,48,240,1,0,0.9795918367346939,1.0,0.9965397923875432,48.0
stop,all,100,9,4,2604,50743,289,48,241,288,0.9965397923875432,48,240,1,0,0.9795918367346939,1.0,0.9959404600811907,5.333333333333333
stop,all,100,99,4,2604,50743,289,48,241,288,0.9965397923875432,48,240,1,0,0.9795918367346939,1.0,0.9958589534445978,0.48484848484848486
stop,all,100,1,5,2603,51456,290,48,242,290,1.0,48,242,0,0,1.0,1.0,1.0,inf
stop,all,100,9,5,2603,51456,290,48,242,289,0.996551724137931,47,242,0,1,1.0,0.9791666666666666,0.9995507637017071,48.0
stop,all,100,99,5,2603,51456,290,48,242,288,0.993103448275862,46,242,0,2,1.0,0.9583333333333334,0.999916687494793,24.0
stop,all,100,1,6,2604,51988,289,48,241,289,1.0,48,241,0,0,1.0,1.0,1.0,inf
stop,all,100,9,6,2604,51988,289,48,241,289,1.0,48,241,0,0,1.0,1.0,1.0,inf
stop,all,100,99,6,2604,51988,289,48,241,289,1.0,48,241,0,0,1.0,1.0,1.0,inf
stop,all,100,1,7,2604,52429,289,48,241,288,0.9965397923875432,47,241,0,1,1.0,0.9791666666666666,0.9965397923875432,48.0
stop,all,100,9,7,2604,52429,289,48,241,288,0.9965397923875432,47,241,0,1,1.0,0.9791666666666666,0.9995489400090212,48.0
stop,all,100,99,7,2604,52429,289,48,241,288,0.9965397923875432,47,241,0,1,1.0,0.9791666666666666,0.9999581712469151,48.0
stop,all,100,1,8,2604,51747,289,48,241,285,0.986159169550173,48,237,4,0,0.9230769230769231,1.0,0.986159169550173,12.0
stop,all,100,9,8,2604,51747,289,48,241,286,0.9896193771626297,48,238,3,0,0.9411764705882353,1.0,0.9878213802435724,1.7777777777777777
stop,all,100,99,8,2604,51747,289,48,241,287,0.9930795847750865,48,239,2,0,0.96,1.0,0.9917179068891956,0.24242424242424243
stop,all,100,1,9,2604,51920,289,48,241,282,0.9757785467128027,42,240,1,6,0.9767441860465116,0.875,0.9757785467128027,6.857142857142857
stop,all,100,9,9,2604,51920,289,48,241,282,0.9757785467128027,42,240,1,6,0.9767441860465116,0.875,0.993234100135318,3.2
stop,all,100,99,9,2604,51920,289,48,241,282,0.9757785467128027,42,240,1,6,0.9767441860465116,0.875,0.9956079809260886,0.45714285714285713
stop,all,100,1,10,2602,51487,291,49,242,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.9896907216494846,16.333333333333332
stop,all,100,9,10,2602,51487,291,49,242,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.998652896273013,16.333333333333332
stop,all,100,99,10,2602,51487,291,49,242,288,0.9896907216494846,46,242,0,3,1.0,0.9387755102040817,0.9998750364477027,16.333333333333332
